invoice_id,vendor_id,vendor_name,vendor_address,vendor_tax_id,vendor_bank_routing,vendor_contact,department,invoice_amount,billing_code,invoice_date,approval_timestamp,approver_id,payment_status,fraud_label,signal_embedded
INV-0000082,VND-0023,Fox Technologies,"135 Market St, Chicago, IL 69638",46-8096887,847959430,Anthony Jackson,IT,5742.88,IT-006,2024-05-30,2024-05-31 14:00:00,APR-103,pending,clean,
INV-0000083,VND-0062,Omega Partners,"7713 Market St, Seattle, WA 13761",73-6452832,295249057,Thomas Brown,Operations,4242.88,OPS-020,2024-07-10,2024-07-13 23:00:00,APR-302,paid,clean,
INV-0000084,VND-9021,Summit Consulting,"7295 Oak Ave, Columbus, OH 49857",99-7752972,392322121,Charles Wilson,Operations,34631.5,OPS-021,2024-10-22,2024-10-22 05:00:00,APR-302,paid,fraud,approval_chain_compression
INV-0000085,VND-0066,Omega Consulting,"5123 Business Dr, Miami, FL 25814",34-6294016,228370927,Anthony Wilson,Finance,5847.57,FIN-051,2023-02-12,2023-02-14 00:00:00,APR-601,paid,clean,
INV-0000086,VND-0047,Delta Enterprises,"2284 Enterprise Ave, Philadelphia, PA 83259",86-6323376,910943524,Thomas Anderson,Legal,3888.26,LEG-062,2023-08-25,2023-08-29 16:00:00,APR-701,paid,clean,
INV-0000087,VND-0040,Nova Solutions,"8618 Industrial Pkwy, Seattle, WA 66531",18-6539837,769108025,Richard Taylor,Finance,1206.73,FIN-051,2024-04-26,2024-04-28 08:00:00,APR-601,paid,clean,
INV-0000088,VND-9010,Omega Consulting,"9742 Market St, Chicago, IL 84531",89-2010496,754586204,Anthony Johnson,Operations,9184.54,OPS-023,2024-04-26,2024-04-30 02:00:00,APR-301,paid,fraud,sub_threshold_batching
INV-0000089,VND-0042,Metro Group,"9424 Business Dr, Atlanta, GA 81819",10-6098175,408071259,William Miller,Finance,39037.02,FIN-051,2024-02-08,2024-02-12 16:00:00,APR-601,pending,clean,
INV-0000090,VND-0023,Fox Technologies,"135 Market St, Chicago, IL 69638",46-8096887,847959430,Anthony Jackson,IT,15845.42,IT-006,2023-01-25,2023-01-27 04:00:00,APR-101,pending,clean,
INV-0000091,VND-0008,Key Solutions,"3852 Main St, Seattle, WA 62581",44-2110460,326541099,Daniel Moore,Finance,667.52,FIN-050,2024-05-06,2024-05-08 10:00:00,APR-601,paid,clean,
INV-0000092,VND-9031,Vertex Corp,"9719 Main St, Chicago, IL 85529",15-3939212,605196410,Charles Taylor,IT,6373.22,IT-007,2024-06-22,2024-06-26 03:00:00,APR-103,paid,fraud,benfords_law_violation
INV-0000093,VND-9040,Omega Consulting,"3073 Market St, Columbus, OH 21959",70-6837817,538460431,Richard Garcia,IT,14097.27,IT-004,2024-10-14,2024-10-18 10:00:00,APR-101,paid,fraud,vendor_concentration
INV-0000094,VND-0019,Rapid Group,"9455 Enterprise Ave, Miami, FL 71993",62-4194548,201281557,Robert Taylor,Marketing,1632.04,MKT-010,2023-07-30,2023-07-31 03:00:00,APR-202,pending,clean,
INV-0000095,VND-0060,Nova Enterprises,"1829 Market St, Seattle, WA 93307",68-3566765,567600762,Michael Moore,IT,12754.57,IT-003,2023-07-29,2023-08-02 21:00:00,APR-101,paid,clean,
INV-0000096,VND-0007,Union Group,"8851 Industrial Pkwy, New York, NY 70589",58-5528972,787194506,Anthony Wilson,HR,639.52,HR-040,2023-03-28,2023-04-01 04:00:00,APR-502,paid,clean,
INV-0000097,VND-0007,Union Group,"8851 Industrial Pkwy, New York, NY 70589",58-5528972,787194506,Anthony Wilson,HR,5438.8,HR-041,2024-02-06,2024-02-07 14:00:00,APR-501,pending,clean,
INV-0000098,VND-0064,Rapid Partners,"7900 Enterprise Ave, Columbus, OH 12260",21-5936453,337937327,Joseph Moore,Facilities,6942.98,FAC-033,2023-02-14,2023-02-17 09:00:00,APR-401,paid,clean,
INV-0000099,VND-0031,Titan Partners,"5717 Industrial Pkwy, Chicago, IL 76244",72-5213115,154544899,Robert Taylor,Operations,4650.61,OPS-024,2024-03-14,2024-03-17 22:00:00,APR-301,pending,clean,
INV-0000100,VND-0022,Rapid Services,"928 Main St, Houston, TX 40982",31-7818496,621453189,Thomas Brown,Legal,559.04,LEG-062,2024-12-25,2024-12-28 23:00:00,APR-701,pending,clean,
INV-0000101,VND-9010,Omega Consulting,"9742 Market St, Chicago, IL 84531",89-2010496,754586204,Anthony Johnson,Operations,9545.53,OPS-024,2024-06-25,2024-06-26 06:00:00,APR-301,paid,fraud,sub_threshold_batching
INV-0000102,VND-0025,Peak Associates,"8801 Commerce Blvd, Los Angeles, CA 76562",20-4117625,173574218,Daniel Johnson,HR,1563.96,HR-040,2024-05-14,2024-05-15 05:00:00,APR-502,pending,clean,
INV-0000103,VND-0037,Jasper Partners,"3752 Main St, Miami, FL 62227",52-5674183,174539964,Mark Jones,Operations,28989.95,OPS-023,2024-07-27,2024-07-29 14:00:00,APR-302,paid,clean,
INV-0000104,VND-0016,Ideal Associates,"7032 Industrial Pkwy, Philadelphia, PA 36365",49-7693979,821218382,Matthew Garcia,Marketing,1369.56,MKT-014,2023-06-25,2023-06-27 13:00:00,APR-201,paid,clean,
INV-0000105,VND-0056,Union Services,"759 Main St, Miami, FL 36130",12-3556551,356135680,Michael Davis,Marketing,4390.55,MKT-014,2023-03-11,2023-03-12 21:00:00,APR-201,paid,clean,
INV-0000106,VND-0061,Ideal Corp,"8917 Enterprise Ave, Columbus, OH 67091",85-5502929,446071904,Paul Brown,Finance,1340.58,FIN-051,2024-01-14,2024-01-15 20:00:00,APR-601,paid,clean,
INV-0000107,VND-0037,Jasper Partners,"3752 Main St, Miami, FL 62227",52-5674183,174539964,Mark Jones,Operations,8380.41,OPS-021,2024-03-29,2024-03-30 21:00:00,APR-303,paid,clean,
INV-0000108,VND-9013,Omega Services,"3924 Business Dr, Charlotte, NC 96662",35-8132648,223240112,Charles Brown,Finance,1948.0,FIN-052,2023-10-10,2023-10-12 01:00:00,APR-601,paid,clean,
INV-0000109,VND-0053,Vertex Technologies,"2804 Enterprise Ave, New York, NY 91560",78-1452421,523076025,Daniel Anderson,Finance,41050.01,FIN-051,2024-04-10,2024-04-12 05:00:00,APR-601,pending,clean,
INV-0000110,VND-0056,Union Services,"759 Main St, Miami, FL 36130",12-3556551,356135680,Michael Davis,Marketing,14283.76,MKT-011,2023-05-04,2023-05-08 13:00:00,APR-201,pending,clean,
INV-0000111,VND-9003,Metro Enterprises,"5078 Oak Ave, Miami, FL 25525",81-7982241,751028618,Daniel Jackson,IT,5295.37,IT-004,2024-10-31,2024-11-01 07:00:00,APR-102,paid,fraud,network_clustering
INV-0000112,VND-9031,Vertex Corp,"9719 Main St, Chicago, IL 85529",15-3939212,605196410,Charles Taylor,IT,71883.41,IT-004,2024-11-02,2024-11-03 07:00:00,APR-103,paid,fraud,benfords_law_violation
INV-0000113,VND-0062,Omega Partners,"7713 Market St, Seattle, WA 13761",73-6452832,295249057,Thomas Brown,Operations,1285.03,OPS-022,2024-06-25,2024-06-28 00:00:00,APR-302,paid,clean,
INV-0000114,VND-0069,Union Enterprises,"1780 Main St, Charlotte, NC 47268",70-9031491,572949775,Richard Williams,Marketing,9762.4,MKT-010,2023-02-23,2023-02-24 03:00:00,APR-202,pending,clean,
INV-0000115,VND-0039,Nova Systems,"5239 Market St, Charlotte, NC 77033",24-7462506,719106699,William Jones,HR,3034.68,HR-041,2024-03-08,2024-03-12 20:00:00,APR-502,pending,clean,
INV-0000116,VND-0041,Jasper Associates,"5167 Market St, Seattle, WA 62743",99-5960271,695295870,Michael Brown,Finance,37072.19,FIN-050,2024-04-18,2024-04-19 10:00:00,APR-601,pending,clean,
INV-0000117,VND-0049,Peak Partners,"4599 Enterprise Ave, Houston, TX 47450",40-5558623,460613550,Richard Wilson,HR,849.04,HR-040,2023-08-02,2023-08-06 12:00:00,APR-501,paid,clean,
INV-0000118,VND-0039,Nova Systems,"5239 Market St, Charlotte, NC 77033",24-7462506,719106699,William Jones,HR,759.32,HR-043,2024-03-21,2024-03-24 06:00:00,APR-501,paid,clean,
INV-0000119,VND-9010,Omega Consulting,"9742 Market St, Chicago, IL 84531",89-2010496,754586204,Anthony Johnson,Operations,9351.7,OPS-022,2024-07-01,2024-07-02 08:00:00,APR-301,paid,fraud,sub_threshold_batching
INV-0000120,VND-0052,Nova Associates,"9047 Industrial Pkwy, Columbus, OH 38760",44-8312114,621454127,James Miller,Legal,1425.78,LEG-061,2023-05-06,2023-05-08 11:00:00,APR-701,pending,clean,
INV-0000121,VND-0046,Horizon Group,"190 Oak Ave, Atlanta, GA 38683",32-9689889,598806645,James Wilson,Facilities,1072.4,FAC-030,2024-01-27,2024-01-29 21:00:00,APR-401,paid,clean,
INV-0000122,VND-0064,Rapid Partners,"7900 Enterprise Ave, Columbus, OH 12260",21-5936453,337937327,Joseph Moore,Facilities,726.81,FAC-031,2023-03-27,2023-03-29 00:00:00,APR-401,paid,clean,
INV-0000123,VND-0044,Vertex Services,"4749 Tech Way, Houston, TX 40784",96-6207974,341206079,Mark Brown,Marketing,3607.93,MKT-010,2023-01-23,2023-01-25 08:00:00,APR-202,paid,clean,
INV-0000124,VND-0036,Zenith Partners,"4471 Commerce Blvd, Houston, TX 60140",14-8896868,338836384,William Martin,Facilities,27586.18,FAC-033,2024-09-03,2024-09-05 04:00:00,APR-401,paid,clean,
INV-0000125,VND-0058,Summit Solutions,"5211 Market St, Atlanta, GA 35995",19-5074336,209415691,Anthony Jackson,IT,910.56,IT-004,2024-01-22,2024-01-24 08:00:00,APR-101,paid,clean,
INV-0000126,VND-0053,Vertex Technologies,"2804 Enterprise Ave, New York, NY 91560",78-1452421,523076025,Daniel Anderson,Finance,17009.15,FIN-051,2024-07-19,2024-07-21 23:00:00,APR-601,paid,clean,
INV-0000127,VND-9040,Omega Consulting,"3073 Market St, Columbus, OH 21959",70-6837817,538460431,Richard Garcia,IT,31237.01,IT-001,2024-03-16,2024-03-18 11:00:00,APR-101,paid,fraud,vendor_concentration
INV-0000128,VND-0018,Union Solutions,"3850 Oak Ave, Los Angeles, CA 53309",19-9626108,355555531,David Taylor,Finance,8494.04,FIN-051,2024-05-28,2024-05-31 18:00:00,APR-601,pending,clean,
INV-0000129,VND-0026,Horizon Technologies,"2064 Industrial Pkwy, Charlotte, NC 87924",15-2375453,550139320,Matthew Anderson,Legal,9675.66,LEG-060,2024-11-07,2024-11-11 23:00:00,APR-701,paid,clean,
