transaction_id,customer_id,order_amount,discount_code,discount_amount,transaction_status,refund_amount,refunded_at,dispute_status,dispute_reason,dispute_filed_at,delivered_at,created_at,ip_address,device_fingerprint,card_fingerprint,card_bin,card_last4,shipping_address,billing_address,avs_result,product_category,traffic_source,affiliate_id,fraud_label,signal_embedded
TXN-00000018,CUST-000912,679.95,,0.0,succeeded,0.0,,,,,2024-07-30 03:52:00,2024-07-24 03:52:00,4.99.60.177,DEV-333988,CARD-1613649,378282,1507,"9825 Elm St, San Antonio, NY","9982 Main St, Philadelphia, IL",Z,Automotive,paid_social,,clean,
TXN-00000019,CUST-PF009,107.29,WELCOME20,21.46,succeeded,0.0,,,,,2024-12-21 05:57:00,2024-12-18 05:57:00,184.74.210.64,DEV-706106,CARD-8577068,512345,8962,"5785 Cedar Ln, Philadelphia, OH","5785 Cedar Ln, Philadelphia, OH",Y,Food,referral,,fraud,promo_farming
TXN-00000020,CUST-001810,288.48,,0.0,succeeded,0.0,,,,,2024-09-05 15:26:00,2024-08-29 15:26:00,167.168.170.16,DEV-236393,CARD-9940847,512345,6658,"2765 Oak Ave, Philadelphia, TX","1282 Main St, Dallas, NY",Y,Toys,organic,,clean,
TXN-00000021,CUST-000511,523.77,,0.0,succeeded,0.0,,,,,2024-04-28 17:04:00,2024-04-21 17:04:00,239.206.67.252,DEV-628905,CARD-3036297,400000,8101,"7084 Main St, Los Angeles, IL","9823 Elm St, Phoenix, CA",Y,Automotive,paid_social,,clean,
TXN-00000022,CUST-000798,109.75,,0.0,succeeded,0.0,,,,,2024-02-21 08:16:00,2024-02-15 08:16:00,12.171.202.86,DEV-678361,CARD-5615807,450000,9420,"8354 Elm St, Los Angeles, OH","2085 Elm St, Philadelphia, CA",Z,Sports,affiliate_001,,clean,
TXN-00000023,CUST-001833,219.62,,0.0,succeeded,0.0,,,,,2024-12-18 18:32:00,2024-12-12 18:32:00,119.5.12.121,DEV-706008,CARD-1874979,378282,5196,"4001 Cedar Ln, New York, WA","8464 Elm St, Houston, TX",A,Beauty,organic,,clean,
TXN-00000024,CUST-001693,323.31,,0.0,succeeded,0.0,,,,,2024-04-26 15:35:00,2024-04-24 15:35:00,102.160.227.93,DEV-853975,CARD-2973232,411111,3892,"1306 Elm St, Chicago, FL","8399 Main St, San Diego, WA",Y,Electronics,paid_social,,clean,
TXN-00000025,CUST-000500,627.4,,0.0,succeeded,0.0,,,,,2024-04-05 04:55:00,2024-03-29 04:55:00,190.91.40.29,DEV-897609,CARD-9478265,450000,7022,"7293 Oak Ave, San Antonio, IL","1475 Elm St, Dallas, IL",Y,Apparel,organic,,clean,
TXN-00000026,CUST-000741,422.62,,0.0,succeeded,0.0,,,,,2024-12-23 22:56:00,2024-12-18 22:56:00,42.253.207.178,DEV-777580,CARD-1205759,512345,7599,"617 Elm St, New York, IL","6147 Cedar Ln, San Antonio, GA",Y,Toys,email,,clean,
TXN-00000027,CUST-001770,258.72,,0.0,succeeded,0.0,,,,,2024-07-12 18:57:00,2024-07-08 18:57:00,227.89.90.180,DEV-769117,CARD-6016491,370000,4482,"7165 Oak Ave, San Jose, IL","3172 Elm St, New York, GA",A,Beauty,affiliate_001,,clean,
TXN-00000028,CUST-000969,385.31,,0.0,succeeded,0.0,,,,,2024-12-08 01:52:00,2024-12-04 01:52:00,74.146.164.125,DEV-156973,CARD-7290392,411111,5767,"684 Park Blvd, Dallas, OH","4155 Elm St, San Diego, GA",Z,Apparel,organic,,clean,
TXN-00000029,CUST-001082,43.65,,0.0,succeeded,0.0,,,,,2024-07-16 19:35:00,2024-07-10 19:35:00,101.214.157.55,DEV-137054,CARD-2887157,450000,9051,"2289 Oak Ave, Philadelphia, TX","9156 Cedar Ln, New York, NY",Y,Electronics,email,,clean,
TXN-00000030,CUST-000316,735.76,,0.0,succeeded,0.0,,,,,2024-02-14 14:30:00,2024-02-08 14:30:00,104.115.65.224,DEV-602393,CARD-6872998,411111,7675,"6935 Elm St, San Jose, WA","7725 Cedar Ln, New York, TX",Y,Apparel,paid_social,,clean,
TXN-00000031,CUST-000452,422.24,,0.0,succeeded,0.0,,,,,2024-11-25 04:23:00,2024-11-21 04:23:00,147.16.244.228,DEV-284550,CARD-3283396,512345,9214,"4497 Elm St, Dallas, OH","8410 Main St, Dallas, IL",Y,Electronics,email,,clean,
TXN-00000032,CUST-000459,60.38,,0.0,succeeded,0.0,,,,,2024-10-05 06:31:00,2024-10-03 06:31:00,62.164.80.60,DEV-165712,CARD-3017877,370000,4967,"2195 Elm St, New York, TX","3449 Oak Ave, Phoenix, CA",Y,Toys,email,,clean,
TXN-00000033,CUST-001280,594.35,,0.0,succeeded,0.0,,,,,2024-01-21 23:15:00,2024-01-16 23:15:00,147.211.172.112,DEV-564097,CARD-3475988,512345,8659,"6678 Cedar Ln, New York, OH","7463 Park Blvd, Philadelphia, IL",Y,Garden,email,,clean,
TXN-00000034,CUST-000434,202.97,,0.0,succeeded,0.0,,,,,2024-03-05 11:36:00,2024-02-27 11:36:00,169.24.69.175,DEV-174261,CARD-1673380,400000,6344,"3960 Oak Ave, Phoenix, IL","6436 Oak Ave, San Jose, TX",Y,Garden,email,,clean,
TXN-00000035,CUST-RF000,356.07,,0.0,succeeded,356.07,2024-12-16 21:38:00,,,,2024-12-15 21:38:00,2024-12-13 21:38:00,113.99.194.87,DEV-307258,CARD-6794558,411111,6821,"4939 Elm St, Houston, NY","6927 Elm St, Houston, GA",Y,Apparel,organic,,fraud,refund_abuse
TXN-00000036,CUST-000384,384.67,,0.0,succeeded,0.0,,,,,2024-04-26 10:55:00,2024-04-23 10:55:00,126.106.156.193,DEV-651305,CARD-6564195,341111,1570,"9285 Main St, Los Angeles, GA","8133 Cedar Ln, San Diego, TX",Z,Toys,affiliate_001,,clean,
TXN-00000037,CUST-001611,770.26,,0.0,succeeded,0.0,,,,,2024-01-28 05:22:00,2024-01-22 05:22:00,225.54.15.192,DEV-221207,CARD-8007120,512345,9676,"2148 Main St, Houston, IL","7403 Elm St, New York, IL",Y,Sports,email,,clean,
TXN-00000038,CUST-001538,173.54,,0.0,succeeded,0.0,,,,,2024-04-13 05:47:00,2024-04-09 05:47:00,203.217.199.78,DEV-172570,CARD-6685553,400000,6050,"8003 Main St, New York, GA","2931 Oak Ave, Chicago, FL",N,Books,paid_social,,clean,
TXN-00000039,CUST-001638,209.8,,0.0,succeeded,0.0,,,,,2024-04-02 04:09:00,2024-03-30 04:09:00,164.70.187.125,DEV-944060,CARD-2376245,512345,1112,"888 Cedar Ln, San Jose, TX","5386 Cedar Ln, San Jose, WA",Y,Sports,paid_social,,clean,
TXN-00000040,CUST-000893,162.4,,0.0,succeeded,0.0,,,,,2024-08-15 15:35:00,2024-08-08 15:35:00,110.219.93.235,DEV-659233,CARD-1694074,522222,8251,"1915 Main St, Philadelphia, WA","3097 Cedar Ln, San Antonio, FL",N,Beauty,affiliate_001,,clean,
TXN-00000041,CUST-000874,40.94,,0.0,succeeded,0.0,,,,,2024-11-09 23:58:00,2024-11-06 23:58:00,197.136.220.24,DEV-115302,CARD-5554399,341111,1205,"5269 Oak Ave, Houston, GA","9243 Park Blvd, Houston, GA",Y,Sports,paid_social,,clean,
TXN-00000042,CUST-000693,429.72,,0.0,succeeded,0.0,,,,,2024-05-19 03:39:00,2024-05-12 03:39:00,217.195.193.212,DEV-456986,CARD-5600506,450000,1485,"3624 Main St, Los Angeles, FL","8666 Elm St, San Antonio, TX",N,Home,affiliate_001,,clean,
TXN-00000043,CUST-000980,458.33,,0.0,succeeded,0.0,,,,,2024-02-22 00:22:00,2024-02-17 00:22:00,166.149.254.110,DEV-732215,CARD-3069688,400000,6349,"7405 Cedar Ln, San Diego, WA","7169 Oak Ave, San Antonio, FL",Y,Sports,email,,clean,
TXN-00000044,CUST-PF001,118.86,SAVE15,23.77,succeeded,0.0,,,,,2024-07-20 03:13:00,2024-07-17 03:13:00,184.74.210.64,DEV-706106,CARD-1599149,400000,4398,"5785 Cedar Ln, Philadelphia, OH","5785 Cedar Ln, Philadelphia, OH",Y,Garden,referral,,fraud,promo_farming
TXN-00000045,CUST-000580,431.57,,0.0,succeeded,0.0,,,,,2024-06-25 22:10:00,2024-06-21 22:10:00,105.6.84.238,DEV-156786,CARD-6300932,400000,4401,"2906 Park Blvd, San Diego, OH","2252 Elm St, New York, CA",Y,Electronics,paid_social,,clean,
TXN-00000046,CUST-000722,347.42,,0.0,succeeded,0.0,,,,,2025-01-01 17:24:00,2024-12-28 17:24:00,163.189.154.90,DEV-798197,CARD-4464393,424242,7565,"5742 Cedar Ln, Houston, GA","396 Main St, Chicago, GA",Y,Food,email,,clean,
TXN-00000047,CUST-000705,252.6,,0.0,succeeded,0.0,,,,,2024-02-22 17:51:00,2024-02-17 17:51:00,198.103.37.126,DEV-261539,CARD-5241816,411111,7017,"7830 Elm St, Dallas, FL","9543 Elm St, Phoenix, CA",A,Home,email,,clean,
TXN-00000048,CUST-001914,667.87,,0.0,succeeded,0.0,,,,,2024-01-31 11:40:00,2024-01-29 11:40:00,16.41.44.103,DEV-125345,CARD-7745977,522222,3469,"3349 Elm St, Chicago, CA","4588 Cedar Ln, Phoenix, FL",A,Books,affiliate_001,,clean,
TXN-00000049,CUST-001469,377.69,,0.0,succeeded,0.0,,,,,2024-03-13 01:53:00,2024-03-07 01:53:00,81.251.0.191,DEV-698896,CARD-1947070,601100,9074,"3373 Park Blvd, Phoenix, FL","3751 Cedar Ln, San Jose, GA",N,Books,affiliate_001,,clean,
TXN-00000050,CUST-001018,532.12,,0.0,succeeded,0.0,,,,,2024-11-15 18:17:00,2024-11-09 18:17:00,243.192.201.252,DEV-525639,CARD-7177204,400000,4985,"291 Oak Ave, Dallas, TX","2175 Park Blvd, San Antonio, NY",N,Beauty,affiliate_001,,clean,
TXN-00000051,CUST-001058,10.81,,0.0,succeeded,0.0,,,,,2024-04-12 02:38:00,2024-04-08 02:38:00,172.64.66.109,DEV-285180,CARD-6418061,424242,4503,"7048 Cedar Ln, Dallas, CA","6869 Park Blvd, New York, TX",Y,Home,paid_social,,clean,
TXN-00000052,CUST-000150,135.36,,0.0,succeeded,0.0,,,,,2024-09-22 09:34:00,2024-09-19 09:34:00,2.189.243.170,DEV-658595,CARD-3520044,400000,4549,"6434 Oak Ave, New York, CA","6359 Oak Ave, Philadelphia, IL",Y,Automotive,organic,,clean,
TXN-00000053,CUST-000729,572.89,,0.0,succeeded,0.0,,,,,2024-06-03 03:52:00,2024-05-27 03:52:00,79.15.195.127,DEV-570077,CARD-6746901,522222,6469,"8765 Elm St, Chicago, GA","4554 Cedar Ln, Chicago, CA",Y,Home,paid_social,,clean,
TXN-00000054,CUST-000663,761.29,,0.0,succeeded,0.0,,,,,2025-01-03 19:39:00,2024-12-27 19:39:00,138.187.89.230,DEV-826529,CARD-6510578,601100,4526,"9519 Park Blvd, New York, NY","9959 Park Blvd, Phoenix, OH",Y,Food,email,,clean,
TXN-00000055,CUST-SY0019,102.72,,0.0,succeeded,0.0,,,,,2024-10-26 08:13:00,2024-10-24 08:13:00,161.179.204.190,DEV-852637,CARD-4673674,601100,5198,"3971 Elm St, Chicago, IL","8770 Cedar Ln, Philadelphia, CA",Y,Books,affiliate,AFF-SYNTH-00,fraud,synthetic_transactions
TXN-00000056,CUST-000807,93.35,,0.0,succeeded,0.0,,,,,2024-09-30 17:53:00,2024-09-26 17:53:00,200.172.123.49,DEV-129067,CARD-9131574,450000,6686,"9806 Cedar Ln, San Antonio, IL","9234 Main St, San Antonio, TX",Z,Books,paid_social,,clean,
TXN-00000057,CUST-000802,113.5,,0.0,succeeded,0.0,,,,,2024-10-09 05:01:00,2024-10-03 05:01:00,225.114.223.216,DEV-457551,CARD-7183811,370000,5310,"3779 Oak Ave, Chicago, GA","1944 Elm St, San Antonio, OH",A,Home,organic,,clean,
TXN-00000058,CUST-001934,625.72,,0.0,succeeded,0.0,,,,,2024-08-22 11:39:00,2024-08-18 11:39:00,240.231.5.138,DEV-752840,CARD-4246258,400000,9470,"3023 Cedar Ln, Philadelphia, CA","5804 Elm St, San Antonio, WA",Z,Electronics,organic,,clean,
TXN-00000059,CUST-001903,96.27,,0.0,succeeded,0.0,,,,,2024-04-21 01:12:00,2024-04-17 01:12:00,35.184.151.152,DEV-515295,CARD-3927552,411111,3764,"6758 Park Blvd, Houston, OH","8447 Oak Ave, San Diego, IL",N,Food,affiliate_001,,clean,
TXN-00000060,CUST-000399,415.58,,0.0,succeeded,0.0,,,,,2024-01-18 03:11:00,2024-01-14 03:11:00,23.88.163.154,DEV-239954,CARD-9554488,522222,8805,"9024 Cedar Ln, Houston, FL","8784 Park Blvd, San Jose, NY",Y,Food,affiliate_001,,clean,
TXN-00000061,CUST-001649,84.83,,0.0,succeeded,0.0,,,,,2024-04-23 06:27:00,2024-04-21 06:27:00,210.92.50.118,DEV-230793,CARD-7779306,370000,7928,"6646 Elm St, Chicago, CA","8432 Park Blvd, Phoenix, IL",Y,Garden,affiliate_001,,clean,
TXN-00000062,CUST-001473,402.43,,0.0,succeeded,0.0,,,,,2024-04-20 13:54:00,2024-04-17 13:54:00,114.142.11.212,DEV-503227,CARD-7894754,411111,9325,"7708 Cedar Ln, San Antonio, FL","9930 Elm St, Los Angeles, NY",Y,Electronics,affiliate_001,,clean,
TXN-00000063,CUST-000166,637.89,,0.0,succeeded,0.0,,,,,2024-12-30 01:47:00,2024-12-24 01:47:00,100.2.138.1,DEV-785689,CARD-9588310,424242,2838,"7730 Elm St, Chicago, FL","4088 Cedar Ln, San Antonio, IL",N,Toys,email,,clean,
TXN-00000064,CUST-000528,223.68,,0.0,succeeded,0.0,,,,,2024-09-06 18:02:00,2024-09-01 18:02:00,251.98.32.78,DEV-676497,CARD-7586609,512345,1784,"952 Elm St, Los Angeles, GA","7281 Main St, San Diego, IL",N,Electronics,affiliate_001,,clean,
TXN-00000065,CUST-001542,525.4,,0.0,succeeded,0.0,,,,,2024-07-29 11:02:00,2024-07-26 11:02:00,119.166.142.222,DEV-305046,CARD-9344502,601100,9950,"1465 Cedar Ln, Houston, WA","7291 Oak Ave, Los Angeles, GA",Y,Home,email,,clean,
TXN-00000066,CUST-001768,753.89,,0.0,succeeded,0.0,,,,,2024-10-25 13:51:00,2024-10-20 13:51:00,83.187.253.141,DEV-665474,CARD-4806244,424242,8970,"8203 Oak Ave, New York, TX","5198 Cedar Ln, Houston, WA",Y,Toys,affiliate_001,,clean,
TXN-00000067,CUST-000810,591.1,,0.0,succeeded,0.0,,,,,2024-07-05 20:28:00,2024-07-01 20:28:00,129.249.245.112,DEV-785032,CARD-2948862,400000,9443,"6021 Main St, San Jose, FL","7107 Main St, Houston, OH",Y,Food,organic,,clean,
TXN-00000068,CUST-000589,10.45,,0.0,succeeded,0.0,,,,,2024-11-12 02:08:00,2024-11-09 02:08:00,193.223.178.25,DEV-473955,CARD-9999279,400000,5460,"5229 Cedar Ln, Phoenix, WA","8022 Cedar Ln, San Jose, GA",N,Garden,organic,,clean,
TXN-00000069,CUST-001686,523.54,,0.0,succeeded,0.0,,,,,2024-07-17 20:01:00,2024-07-10 20:01:00,159.93.236.9,DEV-974118,CARD-1040751,400000,7003,"9811 Elm St, Houston, NY","8925 Park Blvd, Chicago, OH",A,Food,email,,clean,
TXN-00000070,CUST-000243,214.26,,0.0,succeeded,0.0,,,,,2024-03-28 18:53:00,2024-03-21 18:53:00,25.79.202.178,DEV-614563,CARD-1684877,450000,1917,"9930 Main St, Phoenix, TX","7111 Oak Ave, New York, FL",A,Sports,paid_social,,clean,
TXN-00000071,CUST-000678,353.48,,0.0,succeeded,0.0,,,,,2024-12-03 16:09:00,2024-11-30 16:09:00,17.59.125.21,DEV-371071,CARD-8938962,601100,1258,"4202 Oak Ave, Chicago, CA","1221 Oak Ave, New York, GA",Z,Home,organic,,clean,
TXN-00000072,CUST-000548,25.05,,0.0,succeeded,0.0,,,,,2024-03-22 22:42:00,2024-03-20 22:42:00,199.43.221.11,DEV-178497,CARD-8942163,378282,9036,"7847 Oak Ave, Chicago, NY","9103 Park Blvd, Phoenix, FL",Y,Garden,paid_social,,clean,
TXN-00000073,CUST-000902,425.72,,0.0,succeeded,0.0,,,,,2024-11-27 10:52:00,2024-11-20 10:52:00,42.141.235.141,DEV-255918,CARD-4066449,450000,2389,"4621 Cedar Ln, Phoenix, WA","246 Cedar Ln, New York, NY",N,Books,paid_social,,clean,
TXN-00000074,CUST-001316,20.01,,0.0,succeeded,0.0,,,,,2024-06-13 04:20:00,2024-06-11 04:20:00,244.91.190.128,DEV-822778,CARD-3179458,522222,3624,"663 Park Blvd, New York, GA","9484 Oak Ave, San Jose, NY",Y,Beauty,organic,,clean,
TXN-00000075,CUST-000921,763.93,,0.0,succeeded,0.0,,,,,2024-07-05 09:39:00,2024-07-02 09:39:00,184.157.100.134,DEV-503566,CARD-7036436,522222,6376,"1816 Oak Ave, San Jose, GA","1694 Cedar Ln, Phoenix, IL",Y,Home,affiliate_001,,clean,
TXN-00000076,CUST-001329,427.14,,0.0,succeeded,0.0,,,,,2024-12-31 13:00:00,2024-12-26 13:00:00,206.89.185.109,DEV-191786,CARD-3280502,512345,3669,"8644 Oak Ave, Los Angeles, IL","5332 Oak Ave, Los Angeles, IL",Y,Books,organic,,clean,
TXN-00000077,CUST-001295,714.41,,0.0,succeeded,0.0,,,,,2024-12-17 16:48:00,2024-12-11 16:48:00,202.25.144.113,DEV-824762,CARD-8167660,601100,2371,"5164 Park Blvd, Dallas, GA","6729 Cedar Ln, Phoenix, CA",Z,Books,affiliate_001,,clean,
TXN-00000078,CUST-001356,186.07,,0.0,succeeded,0.0,,,,,2024-10-02 03:18:00,2024-09-29 03:18:00,149.81.103.110,DEV-719962,CARD-9571289,341111,1189,"2038 Oak Ave, Philadelphia, WA","3938 Park Blvd, Los Angeles, NY",N,Automotive,paid_social,,clean,
TXN-00000079,CUST-001814,217.74,,0.0,succeeded,0.0,,,,,2024-11-04 13:05:00,2024-10-29 13:05:00,78.171.148.50,DEV-685851,CARD-9528697,450000,2119,"8289 Elm St, San Antonio, TX","7592 Park Blvd, San Antonio, FL",Z,Toys,paid_social,,clean,
TXN-00000080,CUST-000922,768.25,,0.0,succeeded,0.0,,,,,2024-04-29 10:10:00,2024-04-25 10:10:00,114.6.51.100,DEV-675021,CARD-5260765,522222,4765,"6824 Cedar Ln, New York, NY","8454 Park Blvd, New York, IL",Y,Apparel,affiliate_001,,clean,
TXN-00000081,CUST-001289,40.8,,0.0,succeeded,0.0,,,,,2024-05-27 12:54:00,2024-05-24 12:54:00,252.201.25.253,DEV-227255,CARD-6773634,400000,7092,"2088 Park Blvd, Philadelphia, FL","3542 Cedar Ln, Houston, CA",A,Apparel,organic,,clean,
TXN-00000082,CUST-000377,130.13,,0.0,succeeded,0.0,,,,,2024-09-18 11:46:00,2024-09-15 11:46:00,64.162.100.229,DEV-974974,CARD-8712022,424242,7154,"798 Elm St, Phoenix, FL","5435 Cedar Ln, Phoenix, OH",Y,Garden,affiliate_001,,clean,
TXN-00000083,CUST-000411,109.18,,0.0,succeeded,0.0,,,,,2024-08-27 16:55:00,2024-08-24 16:55:00,208.211.248.160,DEV-316098,CARD-9657771,411111,2421,"8210 Park Blvd, Los Angeles, CA","4443 Park Blvd, San Diego, TX",Y,Apparel,email,,clean,
TXN-00000084,CUST-001601,577.85,,0.0,succeeded,0.0,,,,,2024-08-03 16:31:00,2024-07-27 16:31:00,153.234.134.199,DEV-119724,CARD-8039378,378282,3773,"388 Main St, New York, WA","3271 Elm St, Dallas, IL",N,Apparel,organic,,clean,
TXN-00000085,CUST-000532,625.86,,0.0,succeeded,0.0,,,,,2024-12-01 19:22:00,2024-11-29 19:22:00,197.76.236.99,DEV-610128,CARD-1918950,601100,5936,"6766 Elm St, Phoenix, NY","1436 Park Blvd, New York, FL",N,Sports,organic,,clean,
TXN-00000086,CUST-001665,400.5,,0.0,succeeded,0.0,,,,,2024-11-27 16:59:00,2024-11-24 16:59:00,83.74.89.122,DEV-860169,CARD-5312754,450000,8887,"6864 Elm St, San Jose, TX","9727 Park Blvd, San Diego, IL",Y,Beauty,email,,clean,
TXN-00000087,CUST-000855,656.56,,0.0,succeeded,0.0,,,,,2024-02-11 11:39:00,2024-02-08 11:39:00,222.114.20.86,DEV-139127,CARD-7140053,601100,3909,"8842 Oak Ave, San Diego, GA","3752 Main St, Houston, TX",Y,Beauty,organic,,clean,
TXN-00000088,CUST-000812,561.09,,0.0,succeeded,0.0,,,,,2024-03-07 17:42:00,2024-03-05 17:42:00,40.24.231.191,DEV-903614,CARD-6234025,370000,6629,"5797 Oak Ave, Philadelphia, NY","5168 Elm St, New York, CA",N,Apparel,paid_social,,clean,
TXN-00000089,CUST-000638,137.46,,0.0,succeeded,0.0,,,,,2024-12-14 04:06:00,2024-12-10 04:06:00,193.178.254.167,DEV-682254,CARD-2927123,411111,9248,"4632 Elm St, New York, OH","2336 Elm St, San Antonio, IL",A,Toys,paid_social,,clean,
TXN-00000090,CUST-001314,753.05,,0.0,succeeded,0.0,,,,,2024-08-30 05:36:00,2024-08-23 05:36:00,32.80.141.157,DEV-564685,CARD-1218191,512345,9846,"1824 Park Blvd, Chicago, WA","3366 Park Blvd, Phoenix, OH",Y,Books,affiliate_001,,clean,
TXN-00000091,CUST-001287,485.88,,0.0,succeeded,0.0,,won,item_not_received,2024-10-14 03:34:00,2024-09-14 03:34:00,2024-09-12 03:34:00,128.229.65.227,DEV-100059,CARD-5604359,512345,6513,"3454 Cedar Ln, San Diego, FL","9984 Elm St, San Diego, TX",Y,Garden,paid_social,,clean,
TXN-00000092,CUST-001404,413.61,,0.0,succeeded,0.0,,,,,2024-08-17 17:09:00,2024-08-14 17:09:00,73.39.167.51,DEV-294511,CARD-7583784,370000,7480,"9780 Main St, Chicago, GA","6224 Main St, Phoenix, NY",Z,Electronics,organic,,clean,
TXN-00000093,CUST-001392,290.38,,0.0,succeeded,0.0,,,,,2024-05-15 13:27:00,2024-05-13 13:27:00,21.84.112.245,DEV-470074,CARD-1680744,512345,3214,"1273 Cedar Ln, Phoenix, WA","5229 Oak Ave, San Antonio, TX",Z,Food,organic,,clean,
TXN-00000094,CUST-BA054,0.34,,0.0,succeeded,0.0,,,,,,2024-08-22 15:17:00,53.37.134.204,DEV-716412,CARD-9258946,555500,5921,"8958 Main St, Philadelphia, WA","798 Main St, Philadelphia, OH",N,,direct,,fraud,bin_attack
